Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
	-4	0	14864	14864.00054		-72	56	14676	14676.28345		56	-48	14636	14636.18584		-56	160	14580	14580.98543		44	32	14744	14744.10038					
	-92	40	14736	14736.34147		-108	-16	14896	14896.4001		0	-56	14600	14600.1074		-16	-40	14604	14604.06354		-16	84	14708	14708.24857					
	-92	-44	14788	14788.35163		-52	76	14868	14868.28517		-48	-20	14864	14864.09096		76	60	14792	14792.31692		44	-32	14736	14736.10043					
	-44	-28	14624	14624.093		48	-60	14784	14784.19967		60	-4	14836	14836.12187		12	-24	14760	14760.02439		0	88	14748	14748.26254					
	24	-64	14748	14748.15839		44	80	14768	14768.28223		0	-12	14680	14680.0049		-12	104	14672	14672.3735		-8	52	14728	14728.09397					
	-16	72	14616	14616.1861		-16	36	14492	14492.05355		-20	-20	14696	14696.02722		24	88	14636	14636.28423		116	-24	14632	14632.47949					
	-16	-32	14740	14740.04342		-72	-12	14648	14648.18187		24	0	14680	14680.01962		-96	120	14652	14652.80587		-56	-12	14616	14616.11221					
	0	0	14560	14560		0	-40	14724	14724.05433		32	72	14740	14740.21058		56	-16	14656	14656.11572		-12	20	14812	14812.01836					
	28	-72	14636	14636.20388		-44	-120	14740	14740.55413		4	32	14664	14664.03546		-44	16	14656	14656.07478		-48	-52	14756	14756.16969					
	52	28	14716	14716.11851		-68	8	14740	14740.15902		-32	36	14784	14784.07846		-32	-60	14728	14728.15698		52	20	14612	14612.10621					
	20	-76	14628	14628.2111		60	0	14700	14700.12245		32	-88	14664	14664.29896		-8	76	14680	14680.19891		-40	-28	14632	14632.08147					
	40	-44	14668	14668.12053		20	-52	14508	14508.10698		-72	-16	14704	14704.18498		56	-16	14572	14572.11639		-84	36	14660	14660.28485					
	-4	84	14840	14840.23827		24	48	14764	14764.09753		-56	-52	14692	14692.19875		-104	-12	14812	14812.36997		-12	24	14848	14848.02425					
	32	-20	14888	14888.04782		-72	-68	14748	14748.33252		-52	-64	14564	14564.23345		52	-28	14744	14744.11828		-64	-52	14696	14696.23135					
	-8	-20	14768	14768.01571		-76	-36	14740	14740.23989		-60	64	14680	14680.26212		-128	-60	14724	14724.6786		-76	20	14880	14880.20753					
	-4	44	14788	14788.066		4	48	14832	14832.07821		20	-32	14716	14716.04838		-52	68	14604	14604.25089		-12	-20	14788	14788.01839					
	32	100	14736	14736.37405		-36	40	14856	14856.09747		-32	48	14720	14720.11304		12	-72	14668	14668.18162		-24	-124	14788	14788.53935					
	-16	-16	14668	14668.01745		-4	48	14612	14612.07939		20	-16	14820	14820.02213		-24	-76	14900	14900.21315		-36	-12	14632	14632.04921					
	-24	-32	14896	14896.05371		0	-16	14712	14712.0087		-12	-32	14616	14616.03996		0	0	14616	14616		-60	-48	14624	14624.20186					
	-16	-112	14696	14696.43549		-36	-12	14760	14760.04878		-12	-24	14728	14728.02444		48	64	14664	14664.21822		72	76	14664	14664.3737					
	24	108	14560	14560.42032		20	-36	14712	14712.05764		8	-20	14808	14808.01567		48	52	14780	14780.16942		-52	-72	14744	14744.2675					
	16	-20	14760	14760.02222		64	52	14776	14776.2301		-80	48	14816	14816.29373		80	12	14684	14684.22283		24	20	14700	14700.0332					
	4	-4	14748	14748.00108		-52	28	14832	14832.11758		-76	-44	14748	14748.26146		20	-36	14592	14592.05811		24	48	14840	14840.09703					
	44	-40	14740	14740.11995		-120	56	14696	14696.59661		0	-40	14856	14856.05385		116	-20	14828	14828.46722		-84	-8	14764	14764.24113					
	20	-4	14688	14688.01416		-44	-60	14812	14812.18687		-68	56	14740	14740.26323		-84	-64	14588	14588.38223		48	-8	14700	14700.08054					
	-28	-8	14704	14704.02884		20	-28	14608	14608.04053		56	-20	14704	14704.12024		16	36	14868	14868.05219		-56	-48	14684	14684.18523					
	28	-8	14704	14704.02884		16	-4	14816	14816.00918		120	-24	14772	14772.5069		-120	48	14544	14544.57425		-84	-24	14868	14868.25666					
	56	60	14660	14660.22974		-56	-32	14820	14820.14035		-12	88	14704	14704.26822		-40	0	14776	14776.05414		16	-48	14788	14788.08656					
	32	-8	14788	14788.03679		-48	60	14720	14720.20054		-12	-60	14692	14692.12742		24	56	14692	14692.12633		72	-4	14692	14692.17697					
	24	0	14768	14768.0195		-72	36	14660	14660.22101		-24	28	14788	14788.04598		52	-36	14728	14728.1358		48	-20	14680	14680.0921					
	-4	20	14796	14796.01406		88	0	14700	14700.2634		8	-36	14704	14704.04625		44	68	14600	14600.22466		104	-24	14856	14856.38341					
	-48	-36	14848	14848.12123		20	28	14708	14708.04025		20	8	14728	14728.01575		44	32	14664	14664.10093		40	-80	14808	14808.27012					
	-76	-96	14796	14796.50661		-12	36	14652	14652.04914		52	36	14808	14808.13506		136	-56	14784	14784.73158		-60	-20	14876	14876.13444					
	-8	20	14788	14788.01569		-16	8	14632	14632.01093		4	-12	14612	14612.00547		92	60	14692	14692.41056		20	-16	14656	14656.02238					
	-52	20	14736	14736.10532		-56	-24	14704	14704.12622		28	36	14788	14788.07033		-32	-120	14732	14732.52348		0	4	14824	14824.00054					
	-60	16	14704	14704.13112		-8	4	14616	14616.00274		-44	8	14700	14700.06803		72	-24	14636	14636.19677		104	-24	14772	14772.38559					
	0	-96	14768	14768.31202		24	20	14680	14680.03324		-12	-92	14760	14760.2916		44	-8	14724	14724.06792		-60	16	14752	14752.13069					
	-52	20	14664	14664.10584		0	8	14876	14876.00215		0	-72	14796	14796.17518		8	-36	14684	14684.04631		16	60	14824	14824.13006					
	0	16	14740	14740.00868		-20	20	14708	14708.0272		-56	-40	14688	14688.16122		-32	-40	14644	14644.08959		40	-52	14784	14784.14556					
	-20	-40	14716	14716.06795		-32	-60	14828	14828.15592		24	24	14764	14764.03901		0	-32	14636	14636.03498		96	-60	14656	14656.43722					
	-12	48	14704	14704.08324		20	-72	14868	14868.18778		24	-88	14780	14780.28146		-8	0	14752	14752.00217		4	52	14824	14824.09174					
	-120	76	14692	14692.68662		-56	-40	14692	14692.16118		20	-16	14636	14636.02241		68	-32	14784	14784.19102		-96	-24	14620	14620.33488					
	8	-64	14780	14780.14073		80	-44	14560	14560.28626		28	-40	14664	14664.08129		76	60	14764	14764.31753		12	4	14684	14684.00545					
	-16	36	14820	14820.05236		-100	-40	14596	14596.39736		12	-20	14656	14656.01856		72	-96	14732	14732.48872		-4	52	14732	14732.09232					
	84	0	14840	14840.23773		20	-72	14760	14760.18916		52	16	14760	14760.10027		-24	8	14808	14808.02161		0	-8	14620	14620.00219					
	60	-48	14616	14616.20197		-24	16	14656	14656.02838		-36	-60	14704	14704.16648		64	-40	14852	14852.19176		-88	24	14756	14756.28192					
	92	-68	14808	14808.44192		28	-4	14644	14644.02731		148	-28	14732	14732.77		72	-32	14748	14748.21047		-80	8	14756	14756.21903					
	-136	-16	14704	14704.63764		-52	-36	14816	14816.13499		-32	-36	14748	14748.07865		40	-40	14688	14688.10893		-56	36	14604	14604.15174					
	12	4	14692	14692.00545		44	-60	14840	14840.18652		20	-24	14736	14736.03312		40	-36	14684	14684.09861		56	-80	14740	14740.32347					
	4	-16	14644	14644.00929		24	36	14796	14796.06326		-60	-4	14612	14612.12373		184	40	14700	14701.20594		-20	28	14704	14704.04026					
	-4	24	14700	14700.02014		-52	56	14784	14784.19751		68	-52	14772	14772.24803		-36	8	14724	14724.04618		-64	-32	14600	14600.17534					
	104	88	14772	14772.6282		-40	68	14816	14816.21004		-40	48	14656	14656.13319		-100	16	14768	14768.34723		20	-40	14664	14664.06819					
	-96	-180	14752	14753.41045		60	-80	14680	14680.3406		20	-68	14716	14716.1707		-76	16	14812	14812.20362		-16	60	14596	14596.13209					
	60	-64	14696	14696.26184		32	-12	14676	14676.03979		-12	72	14548	14548.18312		-80	12	14784	14784.22132		56	76	14852	14852.30002					
	-12	0	14784	14784.00487		68	-40	14752	14752.21095		-96	0	14800	14800.31135		-72	160	14808	14809.0394		36	12	14692	14692.04901					
	12	36	14848	14848.04849		8	-104	14772	14772.36826		-28	16	14724	14724.03532		16	44	14592	14592.07511		-80	4	14728	14728.21781					
	-8	76	14620	14620.19973		-28	-8	14760	14760.02873		-92	32	14816	14816.32019		-36	4	14660	14660.04475		-44	-8	14752	14752.06779					
	-4	24	14652	14652.0202		-24	32	14724	14724.05433		96	-60	14700	14700.43591		-8	8	14724	14724.00435		-12	76	14756	14756.2006					
	92	-60	14788	14788.40789		-72	-80	14516	14516.399		-4	4	14752	14752.00108		32	-16	14872	14872.04303		8	-76	14680	14680.19891					
	-96	-20	14764	14764.32565		92	-44	14700	14700.35374		-60	36	14732	14732.16617		0	28	14688	14688.02669		-44	-68	14656	14656.2238					
	-8	0	14788	14788.00216		72	-36	14856	14856.21809		-24	-20	14484	14484.03369		60	112	14660	14660.5506		-12	16	14764	14764.01355					
	-100	-40	14684	14684.39498		48	8	14696	14696.08057		-56	4	14712	14712.10712		-220	-40	14704	14705.70012		-16	-72	14640	14640.18579					
	88	148	14596	14597.01559		-28	-32	14764	14764.06123		-24	12	14624	14624.02462		0	64	14860	14860.13782		-28	0	14944	14944.02623					
	48	84	14692	14692.31854		-120	76	14664	14664.68793		8	-20	14852	14852.01562		0	12	14788	14788.00487		-8	-72	14704	14704.17845					
	-20	28	14772	14772.04008		28	-92	14680	14680.31498		88	0	14804	14804.26155		-4	4	14724	14724.00109		12	8	14788	14788.00703					
	-12	-60	14772	14772.12673		36	-16	14492	14492.05355		-52	-24	14708	14708.1115		44	-68	14832	14832.22114		-12	108	14760	14760.39999					
	4	-52	14684	14684.09262		-44	36	14736	14736.10966		124	-20	14820	14820.53224		40	4	14884	14884.05429		-64	48	14732	14732.21721					
	28	12	14640	14640.03169		-80	-68	14820	14820.37193		-32	-52	14744	14744.12642		-32	32	14740	14740.06947		-16	4	14728	14728.00923					
	-56	-36	14808	14808.14965		20	48	14768	14768.09155		-20	8	14768	14768.01571		40	52	14616	14616.14724		72	52	14632	14632.26954					
	44	20	14680	14680.07956		28	-20	14676	14676.04034		68	60	14552	14552.28257		-28	-4	14688	14688.02723		72	4	14708	14708.17677					
	16	-60	14672	14672.13141		-12	-56	14680	14680.11172		64	-48	14704	14704.21763		8	-48	14820	14820.07989		40	12	14788	14788.05897					
	4	36	14728	14728.04454		8	-12	14676	14676.00709		60	76	14680	14680.31934		-84	40	14868	14868.29109		-24	-20	14752	14752.03308					
	52	12	14716	14716.09677		-76	-32	14740	14740.23066		16	24	14692	14692.02831		76	20	14596	14596.21156		8	-84	14644	14644.2431					
	0	80	14764	14764.21674		-32	-80	14732	14732.25197		4	16	14692	14692.00926		20	36	14716	14716.05762		56	72	14860	14860.27994					
	-4	-20	14716	14716.01413		-4	148	14624	14624.74943		-108	-12	14740	14740.40054		-36	36	14736	14736.08795		100	-68	14740	14740.49606					
	-132	-36	14832	14832.63105		0	8	14720	14720.00217		32	-24	14728	14728.05432		32	-112	14716	14716.46099		52	-36	14748	14748.13561					
	-12	-108	14732	14732.40075		8	108	14472	14472.40519		-16	-40	14752	14752.06291		-36	0	14744	14744.04395		60	16	14700	14700.13116					
	-12	-44	14632	14632.07108		-28	32	14664	14664.06165		64	-20	14740	14740.15251		40	-36	14744	14744.09821		16	-8	14612	14612.01095					
	12	36	14648	14648.04915		-16	-40	14832	14832.06257		-72	-8	14788	14788.17744		4	-16	14740	14740.00923		-32	28	14704	14704.06148					
	-32	4	14796	14796.03514		16	-28	14712	14712.03535		-8	0	14668	14668.00218		56	-84	14648	14648.34789		-8	136	14616	14616.63491					
	36	-40	14688	14688.09858		-24	32	14660	14660.05457		84	-44	14764	14764.30452		36	28	14764	14764.07044		-8	16	14560	14560.01099					
	-8	40	14760	14760.05637		-84	-32	14696	14696.2749		4	-80	14708	14708.21811		44	48	14764	14764.14359		-24	-40	14724	14724.07389					
	20	-44	14692	14692.0795		-56	-68	14788	14788.26237		52	-68	14836	14836.24696		-16	-28	14724	14724.03532		-76	88	14868	14868.45466					
	-68	-88	14640	14640.4224		-56	56	14728	14728.21293		-24	-24	14656	14656.0393		-40	24	14740	14740.07381		76	8	14728	14728.19826					
	-32	24	14640	14640.05464		32	48	14732	14732.11295		-40	-12	14668	14668.05945		-32	28	14772	14772.0612		-8	60	14860	14860.12328					
	40	68	14748	14748.21101		-36	48	14824	14824.12142		68	148	14668	14668.90425		28	48	14724	14724.10486		32	40	14772	14772.08882					
	-60	20	14664	14664.13639		44	4	14708	14708.06636		-24	-8	14676	14676.0218		-108	-44	14800	14800.45945		-60	16	14600	14600.13205					
	56	-52	14740	14740.1981		32	-8	14664	14664.0371		-16	4	14660	14660.00928		16	-12	14724	14724.01358		-16	48	14744	14744.08681					
	4	-12	14736	14736.00543		-16	40	14640	14640.06339		-4	0	14752	14752.00054		-12	-24	14668	14668.02454		-88	40	14688	14688.31808					
	-4	8	14788	14788.0027		-44	-76	14668	14668.26288		24	-16	14664	14664.02837		-44	-84	14704	14704.30576		-68	-76	14660	14660.3547					
	-12	16	14628	14628.01367		28	12	14700	14700.03156		-48	-64	14712	14712.21751		-88	88	14808	14808.52295		28	8	14672	14672.0289					
	32	16	14588	14588.04387		-144	-60	14752	14752.82481		-76	36	14656	14656.24126		-8	-80	14720	14720.21956		-32	-12	14808	14808.03944					
	-16	-32	14724	14724.04347		100	-156	14628	14629.17359		12	-40	14680	14680.0594		36	8	14636	14636.04646		-44	-12	14820	14820.07018					
	-64	24	14632	14632.15965		60	-8	14688	14688.12473		-16	-32	14728	14728.04345		-80	-12	14672	14672.22301		-20	0	14616	14616.01368					
	44	24	14676	14676.08558		-56	4	14588	14588.10803		0	-72	14704	14704.17628		132	48	14620	14620.67468		-20	8	14576	14576.01592					
	-24	36	14876	14876.06292		-40	-60	14724	14724.17658		-20	4	14700	14700.01415		-44	-64	14840	14840.20323		20	16	14724	14724.02228					
	8	0	14860	14860.00215		-24	-64	14636	14636.15961		52	-12	14664	14664.09711		40	96	14620	14620.3699		-16	-12	14640	14640.01366					
	116	-48	14636	14636.53839		-116	16	14692	14692.46664		40	-44	14760	14760.11978		-52	-48	14828	14828.16887		8	84	14772	14772.24099					
	32	16	14760	14760.04336		-120	44	14760	14760.55338		32	8	14568	14568.03734		-24	72	14672	14672.19629		-44	60	14604	14604.18954					
	-52	-4	14736	14736.09229		16	-52	14576	14576.10154		36	-36	14736	14736.08795		52	52	14728	14728.18359		56	4	14760	14760.10677					
	84	-108	14684	14684.63741		24	56	14584	14584.12726		-16	-8	14724	14724.01087		-8	4	14764	14764.00271		-12	0	14748	14748.00488					
	80	-24	14644	14644.23818		8	-80	14772	14772.21879		32	-44	14772	14772.10019		-48	32	14720	14720.11304		64	0	14728	14728.13905					
	8	12	14756	14756.00705		36	36	14768	14768.08776		20	16	14624	14624.02243		8	-76	14800	14800.1973		-100	-16	14640	14640.35027					
	-24	40	14760	14760.07371		-48	20	14768	14768.09155		-116	-4	14696	14696.45835		-96	40	14680	14680.36839		-16	36	14884	14884.05214					
	-36	0	14676	14676.04415		100	-24	14604	14604.36209		-4	-48	14636	14636.07926		-56	-60	14752	14752.22831		-100	-44	14744	14744.40477					
	92	12	14804	14804.29073		52	-24	14728	14728.11135		16	104	14844	14844.37294		16	-32	14576	14576.04391		-40	8	14708	14708.05657					
	0	-84	14732	14732.23948		-4	-48	14684	14684.079		-8	-20	14708	14708.01577		-32	-20	14696	14696.04845		4	-68	14712	14712.15769					
	24	-4	14756	14756.02006		52	48	14728	14728.17002		4	32	14684	14684.03541		44	-88	14752	14752.32809		-24	0	14736	14736.01954					
	0	16	14636	14636.00875		56	-24	14632	14632.12684		52	84	14684	14684.33233		16	-40	14488	14488.06405		-32	-24	14876	14876.05378					
	-20	-32	14832	14832.048		-68	-4	14708	14708.15774		-100	56	14776	14776.4445		28	-36	14664	14664.07092		-60	-16	14744	14744.13076					
	0	-40	14560	14560.05494		24	-56	14760	14760.12574		-12	-20	14724	14724.01847		-12	-12	14732	14732.00977		-16	-68	14624	14624.16685					
	-84	48	14672	14672.31897		96	64	14704	14704.45266		20	60	14692	14692.13613		-20	-88	14624	14624.27844		-40	96	14588	14588.37071					
	8	-12	14732	14732.00706		12	-56	14756	14756.11114		-36	-88	14760	14760.30623		-12	64	14768	14768.14355		124	16	14924	14924.52371					
	-64	36	14784	14784.18236		-16	-4	14608	14608.00931		48	-24	14792	14792.09735		52	-32	14572	14572.12792		-76	-20	14736	14736.20955					
	84	-20	14612	14612.25513		84	-72	14852	14852.41206		-8	28	14700	14700.02884		92	-8	14648	14648.29109		76	64	14640	14640.33715					
	12	8	14788	14788.00703		-108	4	14728	14728.39652		4	16	14680	14680.00926		-120	16	14736	14736.49728		-32	-40	14624	14624.08972					
	-12	0	14632	14632.00492		-52	0	14656	14656.09225		44	76	14768	14768.2611		48	-12	14544	14544.08416		-20	4	14628	14628.01422					
	-28	-12	14680	14680.03161		-44	28	14684	14684.09262		-60	28	14624	14624.14989		116	88	14752	14752.71853		-20	72	14852	14852.18799					
	-12	-52	14700	14700.09687		-12	-56	14660	14660.11187		-32	8	14692	14692.03703		24	12	14680	14680.02452		8	8	14704	14704.00435					
	20	28	14788	14788.04003		120	-28	14624	14624.51914		12	-52	14608	14608.09748		-68	28	14788	14788.18285		-44	0	14612	14612.06625					
	20	40	14760	14760.06775		16	-76	14648	14648.2059		-128	8	14764	14764.55702		44	60	14720	14720.18804		-24	16	14728	14728.02825					
	172	-84	14748	14749.24215		-60	52	14696	14696.21448		-4	-92	14740	14740.28765		84	-76	14828	14828.43269		-20	36	14684	14684.05775					
	92	-28	14776	14776.31294		28	-60	14752	14752.14859		20	-36	14752	14752.05748		-16	72	14596	14596.18635		-44	-12	14724	14724.07063					
	108	32	14764	14764.42969		-32	44	14768	14768.10022		92	-20	14684	14684.30182		-48	8	14672	14672.0807		64	32	14672	14672.17448					
	56	-40	14616	14616.16201		-12	-8	14632	14632.00711		52	16	14660	14660.10095		-96	20	14572	14572.32994		-12	-4	14692	14692.00545					
	-44	24	14684	14684.08554		-116	-32	14672	14672.49345		-60	8	14616	14616.12534		112	-72	14744	14744.60118		16	80	14784	14784.22511					
	32	28	14632	14632.06178		52	8	14632	14632.09459		-24	20	14812	14812.03295		-24	-92	14664	14664.30823		28	128	14764	14764.5814					
	40	-64	14752	14752.19306		108	56	14716	14716.50285		12	-64	14760	14760.14363		64	-4	14828	14828.13866		-44	-36	14780	14780.10934					
	-80	36	14712	14712.26155		-124	-12	14788	14788.52474		-48	72	14744	14744.25393		108	-64	14692	14692.53634		48	-40	14672	14672.13304					
	-24	-8	14744	14744.0217		-108	32	14748	14748.43015		-44	-4	14688	14688.06645		-112	40	14696	14696.48121		-100	-48	14756	14756.41691					
	-60	-36	14684	14684.16671		64	40	14692	14692.19385		28	20	14796	14796.04001		-12	52	14776	14776.09637		-28	-12	14760	14760.03144					
	-64	56	14688	14688.24619		-28	36	14860	14860.06999		-56	-44	14556	14556.17422		52	-20	14680	14680.10572		-16	-52	14776	14776.10016					
	-96	-36	14604	14604.3599		-24	-136	14620	14620.65224		128	28	14628	14628.58681		-44	-56	14736	14736.17209		76	-28	14680	14680.22343					
	16	-32	14652	14652.04368		116	-4	14716	14716.45773		76	60	14652	14652.31995		68	44	14860	14860.22073		-8	-48	14696	14696.08057					
	32	-8	14728	14728.03694		20	16	14792	14792.02217		-36	0	14628	14628.0443		80	28	14656	14656.24509		-68	-8	14752	14752.15889					
	-32	24	14728	14728.05432		-20	-12	14620	14620.0186		32	-32	14708	14708.06962		-68	0	14664	14664.15766		68	-8	14716	14716.15928					
	-8	28	14652	14652.02894		84	44	14664	14664.3066		28	-4	14684	14684.02724		-12	-20	14844	14844.01832		-100	68	14768	14768.49512					
	12	4	14656	14656.00546		24	-16	14800	14800.02811		48	4	14632	14632.07928		68	-8	14752	14752.15889		-76	56	14656	14656.30404					
	-72	8	14748	14748.17792		-20	28	14636	14636.04045		-72	-48	14728	14728.25421		-84	60	14740	14740.36146		-116	100	14776	14776.7937					
	-88	-36	14652	14652.30849		-44	-20	14760	14760.07913		-28	84	14640	14640.26776		24	20	14708	14708.03318		52	-8	14812	14812.09344					
	-12	-88	14716	14716.26801		16	56	14524	14524.11677		-80	-16	14720	14720.22609		-8	-44	14556	14556.0687		-44	-80	14732	14732.28292					
	-36	-52	14740	14740.13568		20	-36	14588	14588.05813		-128	64	14520	14520.70522		-68	44	14608	14608.22453		112	68	14640	14640.58633					
	120	12	14680	14680.49536		104	36	14856	14856.40764		52	-4	14816	14816.09179		28	28	14864	14864.05274		-88	128	14600	14600.82628					
	-72	20	14684	14684.19014		-40	56	14708	14708.161		-64	-20	14744	14744.15247		8	92	14692	14692.29022		36	20	14676	14676.05778					
