Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
	-85	-34	5						-92	-29	6		-99	-22	6		-96	-33	7		-89	-16	12
	-91	-38	3						-93	-35	7		-96	-39	12		-92	-31	5		-94	-57	11
	-91	-30	16						-90	-31	2		-90	-42	4		-93	-19	6		-103	-82	5
	-93	-38	3						-87	-30	14		-94	-31	8		-95	-27	13		-108	-34	2
	-89	-37	-1						-93	-33	8		-97	-28	7		-95	-40	6		-110	-81	10
	-89	-37	6						-89	-28	8		-91	-37	15		-99	-30	12		-85	-40	10
	-93	-41	14						-90	-28	6		-98	-26	8		-93	-32	10		-54	-8	-3
	-93	-33	11						-91	-38	9		-92	-31	8		-99	-33	8		-85	34	-2
	-94	-32	5						-89	-35	6		-97	-36	8		-97	-24	11		-82	-75	13
	-90	-30	17						-89	-32	13		-93	-32	2		-98	-40	5		-109	8	5
	-93	-33	13						-91	-32	6		-93	-28	2		-95	-26	6		-99	68	7
	-88	-29	9						-88	-34	5		-85	-36	4		-89	-32	11		-86	-232	7
	-91	-36	7						-93	-38	6		-91	-37	7		-96	-33	9		-97	-25	10
	-89	-36	9						-92	-37	12		-93	-32	6		-95	-23	4		-87	-83	6
	-92	-35	9						-90	-31	7		-90	-61	4		-95	-40	4		-96	49	3
	-88	-33	8						-93	-39	15		-94	-35	6		-99	-25	5		-20	287	-9
	-94	-44	6						-94	-39	12		-90	-32	4		-94	-33	4		-96	-26	4
	-91	-33	12						-94	-31	3		-93	-39	4		-93	-31	-2		-104	15	10
	-92	-30	1						-92	-30	5		-95	-22	5		-91	-39	4		-98	-55	8
	-89	-36	7						-91	-31	7		-93	-32	4		-92	-31	11		-97	-26	6
	-93	-32	13						-88	-36	4		-96	-37	4		-92	-38	2		-94	-19	7
	-91	-33	12						-94	-36	8		-100	-23	5		-93	-30	3		-93	-45	9
	-93	-27	7						-90	-30	4		-90	-29	3		-95	-38	4		-83	-18	7
	-90	-32	14						-93	-33	6		-99	-31	12		-93	-41	10		-94	-22	4
	-89	-38	4						-92	-35	12		-97	-43	1		-91	-26	14		-95	-35	8
	-98	-37	6						-92	-37	13		-93	-23	9		-94	-30	2		-101	-23	10
	-86	-31	0						-93	-36	15		-97	-35	6		-95	-31	7		-94	-47	14
	-95	-40	2						-87	-32	13		-93	-22	8		-92	-30	9		-89	-45	9
	-94	-32	8						-90	-33	6		-96	-29	10		-90	-34	11		-95	-41	10
	-94	-36	8						-90	-35	2		-95	-42	11		-97	-30	8		-93	-28	6
	-91	-36	6						-88	-30	6		-92	-38	3		-95	-33	5		-96	-47	7
	-90	-33	18						-89	-30	8		-97	-33	14		-94	-24	4		-90	-13	11
	-89	-37	12						-90	-34	9		-97	-36	3		-99	-35	9		-92	-32	10
	-93	-34	13						-92	-34	8		-97	-22	7		-95	-34	0		-89	-27	0
	-87	-30	10						-89	-35	11		-87	-31	6		-100	-30	10		-89	-35	5
	-93	-41	10						-89	-37	11		-95	-34	1		-95	-38	6		-95	-45	5
	-90	-32	8						-90	-35	7		-94	-30	5		-92	-35	5		-101	-41	8
	-93	-30	5						-89	-36	6		-92	-34	14		-94	-28	9		-96	-37	0
	-94	-38	8						-91	-35	5		-92	-26	8		-98	-27	12		-97	-24	4
	-90	-32	7						-96	-32	8		-98	-28	12		-96	-21	4		-94	-31	4
	-87	-31	12						-90	-30	1		-100	-36	1		-99	15	11		-96	-23	12
	-90	-30	6						-93	-31	1		-92	-29	9		-92	-16	1		-95	-37	5
	-93	-32	7						-88	-29	11		-93	-32	5		-94	-34	6		-96	-39	6
	-92	-37	5						-88	-36	11		-100	-28	12		-95	-36	11		-90	-36	7
	-94	-28	8						-91	-30	10		-96	-17	6		-94	-22	14		-100	-40	4
	-92	-37	13						-90	-37	10		-97	-41	-1		-92	-32	6		-97	-39	10
	-93	-33	17						-91	-31	4		-95	-23	7		-96	-29	6		-99	-26	-1
	-91	-34	11						-92	-33	5		-96	-32	4		-94	-37	7		-96	-43	8
	-88	-33	7						-95	-37	2		-95	-43	6		-91	-27	13		-102	-37	5
	-93	-33	11						-95	-35	5		-96	-25	8		-97	-36	4		-93	-21	6
	-88	-33	8						-94	-37	2		-100	-36	5		-92	-23	4		-92	-35	7
	-91	-36	3						-85	-32	12		-99	-27	7		-92	-48	8		-94	-18	5
	-90	-31	2						-93	-37	4		-90	-32	0		-100	-43	4		-96	-29	6
	-88	-33	4						-94	-27	4		-97	-25	8		-93	-21	13		-90	-23	11
	-91	-35	9						-94	-33	12		-97	-34	4		-100	-28	4		-93	-34	5
	-92	-36	8						-92	-35	11		-96	-36	12		-92	-34	6		-101	-46	1
	-90	-32	6						-90	-36	15		-93	-44	13		-89	-32	11		-94	-4	11
	-92	-33	6						-91	-33	9		-90	-38	5		-91	-17	12		-98	-28	2
	-89	-35	13						-86	-35	9		-89	-27	6		-97	-24	8		-96	-29	4
	-89	-36	12						-89	-34	15		-96	-28	5		-96	-35	4		-98	-32	5
	-91	-37	9						-93	-35	2		-88	-43	14		-96	-37	6		-98	-25	10
	-88	-32	5						-89	-31	6		-91	-39	1		-96	-30	7		-93	-46	11
	-87	-36	12						-94	-34	6		-100	-33	12		-95	-30	5		-93	-39	11
	-94	-29	4						-89	-28	11		-95	-32	4		-95	-35	7		-93	-40	6
	-92	-34	10						-90	-34	6		-94	-48	8		-95	-29	8		-94	-35	-1
	-94	-38	6						-93	-28	13		-93	-35	2		-98	-29	13		-97	-17	12
	-94	-32	10						-98	-34	5		-95	-26	5		-89	-33	3		-89	-33	7
	-89	-38	6						-93	-33	2		-97	-31	4		-93	-34	10		-94	-21	9
	-92	-32	2						-89	-31	9		-90	-38	7		-97	-31	2		-95	-49	6
	-93	-34	14						-90	-33	8		-93	-22	1		-95	-32	7		-89	-6	6
	-92	-29	13						-89	-33	9		-92	-45	9		-90	-42	6		-96	-20	5
	-92	-39	16						-89	-36	10		-96	-31	-4		-94	-24	3		-100	-17	3
	-86	-28	9						-91	-38	6		-91	-29	1		-93	-32	7		-84	-24	5
	-90	-40	9						-97	-36	3		-98	-43	13		-93	-33	-1		-89	-61	5
	-91	-33	4						-86	-36	8		-91	-36	14		-98	-23	8		-95	-23	16
	-93	-32	3						-88	-33	7		-97	-42	12		-95	-43	6		-96	-34	8
	-90	-35	4						-90	-35	8		-94	-29	3		-99	-23	5		-99	-37	6
	-89	-34	2						-92	-34	9		-105	-39	5		-83	-38	11		-93	-36	-1
	-91	-36	9						-90	-34	10		-96	-33	2		-97	-39	12		-98	-21	11
	-93	-30	5						-91	-37	1		-89	-27	8		-89	-30	8		-88	-40	12
	-86	-33	-3						-90	-36	7		-92	-29	6		-93	-29	-2		-99	-51	8
	-90	-35	11						-89	-36	8		-94	-29	13		-94	-33	10		-97	-40	8
	-95	-34	12						-86	-28	10		-95	-36	3		-90	-36	7		-98	-47	14
	-93	-38	11						-91	-36	8		-90	-30	12		-92	-27	3		-94	-30	10
	-88	-35	12						-94	-32	10		-95	-25	10		-96	-25	7		-98	-46	9
	-93	-32	7						-88	-31	7		-94	-30	6		-91	-38	5		-92	-16	10
	-93	-37	-2						-90	-31	12		-89	-28	11		-101	-34	4		-93	-39	9
	-89	-29	3						-85	-31	9		-91	-36	0		-94	-37	1		-98	-29	7
	-87	-37	11						-91	-29	13		-95	-26	3		-94	-27	5		-100	-47	11
	-93	-34	2						-96	-27	11		-96	-33	-1		-92	-31	8		-98	-40	8
	-91	-36	5						-90	-34	10		-94	-26	5		-95	-31	11		-92	-3	2
	-93	-36	8						-88	-37	4		-98	-30	9		-94	-33	5		-93	-31	12
	-90	-32	14						-89	-27	15		-99	-23	8		-92	-31	5		-96	-37	11
	-93	-30	14						-92	-29	12		-92	-34	8		-90	-26	3		-100	-37	7
	-91	-32	11						-88	-33	7		-99	-25	6		-90	-39	0		-94	-47	6
	-90	-35	11						-92	-35	9		-92	-27	10		-88	-31	5		-94	-5	-1
	-93	-35	13						-91	-27	7		-92	-36	14		-89	-39	15		-98	-52	18
	-92	-33	10						-91	-31	6		-90	-28	12		-88	-48	13		-91	-30	11
	-91	-34	8						-85	-31	7		-93	-37	6		-95	-22	6		-90	-23	0
	-87	-31	9						-93	-30	8		-97	-32	3		-93	-30	5		-88	-43	2
	-94	-30	5						-91	-35	10		-94	-29	-1		-94	-35	7		-90	-34	0
	-91	-38	10						-91	-33	6		-93	-20	1		-95	-31	5		-94	-57	8
	-87	-30	5						-96	-29	5		-92	-22	10		-88	-32	3		-95	-45	7
	-94	-35	12						-96	-33	7		-93	-25	10		-90	-34	3		-91	-36	12
	-90	-29	16						-96	-33	3		-86	-27	13		-85	-39	5		-101	-14	-1
	-90	-31	6						-90	-31	12		-93	-36	4		-93	-38	11		-95	-17	7
	-91	-37	6						-91	-31	6		-94	-39	3		-91	-34	11		-97	-13	12
	-94	-34	3						-100	-38	12		-95	-40	9		-96	-34	2		-93	-25	1
	-89	-37	15						-89	-30	3		-89	-35	7		-94	-38	9		-96	-29	11
	-94	-34	7						-92	-34	4		-90	-31	7		-91	-32	13		-96	-30	8
	-88	-35	9						-91	-35	10		-94	-77	5		-97	-37	7		-101	-34	7
	-88	-38	13						-91	-31	2		-103	-29	9		-100	-31	7		-97	-42	9
	-93	-28	7						-88	-35	8		-97	-80	8		-91	-28	13		-98	-30	12
	-84	-34	3						-92	-31	5		-94	15	6		-93	-30	4		-96	-41	7
	-95	-37	14						-92	-35	7		-95	-27	9		-94	-35	12		-94	-29	2
	-94	-33	7						-93	-31	8		-98	-41	15		-91	-30	1		-93	-22	6
	-88	-35	7						-90	-31	8		-94	-42	6		-96	-33	4		-96	-24	5
	-88	-30	3						-89	-34	7		-89	-35	10		-97	-30	5		-88	-15	3
	-86	-33	11						-90	-38	8		-92	-44	13		-93	-24	5		-98	-38	2
	-89	-31	7						-89	-37	8		-92	-27	5		-95	-31	3		-92	-37	3
	-92	-33	1						-93	-33	7		-94	-52	10		-91	-35	5		-98	-36	10
	-92	-30	1						-89	-36	13		-93	-40	8		-90	-39	4		-94	-30	3
	-91	-39	11						-91	-37	11		-90	-27	3		-94	-29	8		-93	-33	14
	-88	-24	6						-91	-30	-1		-103	-32	8		-95	-29	7		-95	-30	3
	-87	-32	3						-92	-31	13		-95	-21	14		-92	-35	6	Averages	-93.93287037	-32.50925926	6.479166667
	-89	-36	2						-91	-39	9		-94	-21	7		-91	-29	1				
	-95	-32	12						-94	-32	9		-94	-27	13		-95	-25	0				
	-89	-34	7						-97	-33	7		-100	-34	4		-92	-42	3				
	-93	-36	7						-90	-39	10		-95	-31	6		-94	-28	8				
	-90	-29	3						-94	-36	1		-94	-32	11		-98	-51	7				
	-94	-34	17						-88	-28	11		-91	-23	13		-97	-32	2				
	-95	-34	7						-95	-32	0		-98	-27	4		-97	-33	10				
	-95	-33	6						-91	-34	4		-96	-29	0		-96	-12	1				
	-93	-33	6						-92	-37	12		-92	-33	9		-98	-29	3				
	-93	-34	5						-89	-33	12		-93	-29	5		-99	-31	7				
	-90	-33	10						-86	-37	7		-94	-37	3		-92	-33	13				
	-92	-27	9						-91	-29	7		-94	-31	1		-89	-36	7				
	-92	-35	3						-89	-33	5		-97	-36	6		-92	-30	4				
	-91	-32	6						-88	-34	12		-99	-6	-2		-95	-28	3				
	-96	-34	12						-94	-37	9		-86	-49	5		-93	-34	12				
	-87	-36	10						-89	-28	7		-92	-27	3		-96	-34	6				
	-86	-33	5						-86	-38	7		-97	-35	10		-94	-34	5				
	-89	-33	12						-90	-34	17		-101	-25	13		-90	-25	2				
	-89	-37	12						-92	-28	1		-92	-46	1		-98	-29	5				
	-92	-35	3						-91	-32	9		-92	-24	4		-96	-26	7				
	-90	-32	7						-91	-32	9		-89	-42	4		-96	-41	11				
	-95	-35	3						-96	-35	4		-98	-30	7		-100	-24	4				
	-96	-31	9						-91	-29	11		-92	-43	14		-94	-19	13				
	-88	-37	10						-87	-29	0		-94	-28	4		-87	-70	11				
	-92	-30	10						-91	-32	11		-94	-26	2		-88	-40	13				
	-94	-33	12						-88	-36	9		-89	-28	6		-92	-32	2				
	-91	-37	10						-89	-34	-2		-94	-44	5		-91	-37	-2				
	-89	-32	-1						-88	-35	8		-93	-26	1		-89	-25	4				
	-91	-31	13						-89	-30	6		-95	-30	4		-93	-32	8				
	-86	-33	12						-92	-31	7		-94	-47	3		-95	-27	11				
	-90	-37	8						-92	-33	8		-91	-29	4		-94	-41	7				
	-91	-34	8						-92	-38	14		-92	-30	8		-94	-45	4				
	-87	-35	12						-93	-36	6		-99	-34	4		-102	-29	8				
	-92	-32	4						-93	-25	12		-92	-30	11		-101	-34	3				
	-91	-41	2						-91	-32	7		-98	-11	8		-90	-26	7				
	-87	-35	14						-88	-34	10		-91	-38	11		-99	-33	1				
	-89	-24	11						-91	-30	2		-97	-31	4		-95	-30	12				
	-91	-34	7						-94	-39	7		-95	-25	3		-96	-18	8				
	-92	-33	3						-90	-34	10		-91	-33	7		-92	-37	0				
	-83	-37	9						-96	-33	10		-94	-26	8		-97	-25	7				
	-88	-29	5						-89	-33	2		-95	-35	5		-95	-30	7				
	-92	-34	3						-89	-29	8		-95	-33	8		-90	-33	6				
	-91	-33	4						-94	-31	5		-91	-33	4		-98	-30	11				
	-88	-37	12						-96	-32	10		-91	-33	6		-100	-26	6				
	-88	-37	5						-91	-31	5		-87	-29	1		-98	-28	6				
	-89	-37	9						-87	-37	11		-96	-28	9		-99	-33	10				
	-85	-34	5						-90	-30	3		-93	-33	3		-95	-24	14				
	-88	-36	10						-91	-31	-8		-90	-28	6		-93	-28	6				
	-91	-27	12						-95	-36	2		-93	-36	6		-94	-43	6				
	-91	-35	4						-97	-26	7		-94	-29	5		-93	-30	8				
	-95	-33	6						-92	-33	4		-101	-36	4		-96	-23	10				
	-92	-32	11						-94	-32	9		-99	-23	6		-94	-52	4				
	-93	-36	5						-90	-38	12		-91	-42	12		-94	-33	6				
	-92	-29	16						-92	-36	13		-94	-23	3		-96	-31	-4				
	-91	-34	9						-93	-37	4		-94	-38	7		-94	-33	2				
	-91	-32	11						-88	-32	8		-86	-31	11		-95	-38	6				
	-87	-40	10						-89	-32	2		-90	-44	13		-94	-18	6				
	-94	-37	10						-98	-33	11		-90	-39	6		-96	-33	3				
	-89	-34	10						-91	-36	7		-95	-35	6		-94	-29	10				
	-93	-35	10						-92	-32	7		-89	-24	10		-97	-37	8				
	-92	-36	8						-98	-35	5		-90	-41	2	Averages	-93.54969574	-33.49087221	6.409736308				
	-90	-29	3						-88	-31	3		-99	-27	2								
	-88	-33	8						-88	-38	10		-94	-35	0								
	-90	-35	6						-98	-32	-2		-97	-34	12								
	-90	-39	9						-95	-35	10		-92	-41	5								
	-88	-38	10						-96	-30	11		-98	-29	9								
	-93	-32	9						-88	-32	7		-92	-29	3								
	-88	-31	8						-93	-26	10		-96	-27	8								
	-89	-35	8						-90	-33	10		-89	-48	4								
	-87	-39	7						-94	-37	8		-98	-23	4								
	-89	-31	10						-94	-31	12		-94	-31	7								
	-90	-29	3						-93	-28	3		-93	-70	12								
	-92	-35	3						-97	-30	11		-97	-16	9								
	-88	-35	14						-90	-32	11		-94	-38	13								
	-91	-36	7						-89	-27	4		-94	-35	8								
	-96	-37	8						-92	-31	5		-97	-22	10								
	-90	-37	7						-96	-39	9		-92	-32	12								
	-89	-34	7						-91	-28	8		-97	-33	11								
	-92	-31	10						-87	-32	7		-91	-35	4								
	-86	-32	6						-92	-31	8		-90	-31	9								
	-92	-38	2						-90	-32	7		-95	-18	4								
	-89	-34	11						-95	-33	5		-97	-50	2								
	-90	-33	10						-89	-34	6		-97	-42	5								
	-93	-33	4						-92	-35	8		-94	-26	11								
	-89	-31	7						-97	-32	10		-90	-51	15								
	-90	-37	7						-91	-32	20		-90	-40	7								
	-93	-36	6						-91	-31	2		-91	-28	7								
	-90	-39	7						-86	-41	2		-94	-42	-1								
	-91	-36	7						-91	-33	7		-107	112	-1								
	-87	-34	6						-93	-29	5		-92	-26	5								
	-87	-34	9						-91	-26	8		-93	-16	7								
	-88	-33	11						-91	-33	6		-90	-81	13								
	-90	-33	6						-89	-28	5		-91	0	4								
	-91	-32	5						-92	-34	13		-89	-43	10								
	-90	-36	12						-92	-28	6		-89	-55	8								
	-90	-32	8						-88	-32	3		-89	-62	7								
	-90	-40	0						-90	-32	3		-90	-20	2								
	-93	-37	5						-91	-31	7		-87	-19	4								
	-87	-33	11						-93	-36	11		-92	-85	10								
	-90	-34	12						-91	-24	10		-95	6	5								
	-91	-33	9						-90	-30	9		-96	-20	7								
	-91	-31	7						-93	-37	7		-89	-38	2								
	-86	-31	8						-87	-34	7		-93	11	3								
	-96	-35	5						-91	-32	10		-94	-22	4								
	-90	-35	11						-91	-32	11		-96	2	8								
	-90	-33	1						-86	-34	11		-96	11	4								
	-93	-32	5						-92	-32	4		-91	-34	6								
	-91	-39	8						-91	-31	12		-100	-36	8								
	-92	-36	9						-93	-30	3		-99	12	5								
	-87	-38	4						-91	-34	8		-94	-34	6								
	-89	-33	12						-91	-32	14		-90	-42	9								
	-92	-36	10						-90	-35	8		-93	-41	7								
	-91	-33	10						-89	-32	7		-95	-32	11								
	-93	-33	4						-95	-36	9		-96	-20	-3								
	-88	-30	9						-85	-32	10		-90	-45	5								
	-87	-44	9						-93	-34	-1		-91	-30	5								
	-90	-34	15						-88	-34	10		-91	-30	1								
	-91	-36	9						-90	-32	4		-95	-21	7								
	-88	-31	11						-95	-32	1		-93	-30	3								
	-86	-37	6						-95	-37	16		-96	-28	8								
	-90	-33	13						-89	-36	5		-93	-25	1								
	-91	-29	7						-92	-29	1		-96	-35	4								
	-88	-28	2						-90	-26	6		-90	-33	7								
	-93	-34	5						-90	-30	11		-98	-34	11								
	-94	-35	13						-92	-34	7		-92	-18	2								
	-91	-34	11						-86	-27	8		-89	-33	4								
	-92	-38	8						-89	-35	5		-92	-33	8								
	-93	-34	5						-92	-39	8		-95	-22	1								
	-95	-30	13						-91	-29	6		-93	-33	11								
	-93	-31	9						-87	-30	6		-95	-32	8								
	-89	-37	7						-93	-33	5		-95	-33	9								
	-88	-34	3						-89	-32	13		-90	-23	12								
	-91	-34	6						-86	-35	-1		-96	-14	2								
	-88	-31	8						-89	-29	7		-97	-10	4								
	-92	-31	6						-89	-37	12		-91	-46	11								
	-92	-36	10						-93	-35	10		-94	-19	5								
	-92	-36	-3						-90	-34	12		-90	-36	4								
	-86	-37	12						-87	-39	4		-92	-35	-1								
	-89	-33	6						-94	-34	7		-97	-31	8								
	-91	-29	4						-93	-34	11		-85	-48	12								
	-94	-34	5						-93	-32	9		-96	-44	4								
	-87	-33	5						-93	-38	9		-96	-53	8								
	-91	-30	15						-91	-33	15		-99	-18	1								
	-90	-34	12						-86	-38	7		-96	-45	7								
	-93	-42	4						-88	-35	7		-102	-13	10								
	-93	-34	3						-92	-32	14		-89	-72	8								
	-92	-32	6						-94	-29	9		-93	18	13								
	-96	-32	8						-93	-34	7		-92	-27	5								
	-91	-32	3						-92	-29	6		-90	-45	3								
	-92	-35	8						-92	-37	9		-90	-38	7								
	-95	-31	7						-90	-33	10		-93	-27	13								
	-89	-37	10						-89	-36	11		-92	-37	9								
	-88	-32	12						-92	-35	-2		-97	-31	8								
	-93	-35	2						-92	-39	1		-91	-36	1								
	-92	-34	0						-88	-30	6		-101	-19	8								
	-93	-33	15						-91	-36	9		-108	22	3								
	-85	-36	15						-93	-37	9		-93	-79	7								
	-84	-34	6						-92	-35	8		-194	186	-10								
	-91	-37	7						-92	-32	10		-72	-59	7								
	-92	-32	11						-90	-31	11		-112	75	8								
	-91	-35	11						-89	-30	4		-111	32	196								
	-92	-35	3						-87	-29	9		-97	170	4								
	-94	-31	7						-94	-33	10		-54	495	7								
	-91	-30	16						-90	-31	1		-79	-292	14								
	-87	-36	3						-95	-35	13		-93	-33	11								
	-94	-31	18						-93	-34	1		-93	-151	5								
	-94	-32	8						-93	-34	13		-95	1	7								
	-91	-31	13						-92	-37	6		-81	-262	12								
	-93	-31	-1						-89	-35	3		-95	-30	0								
	-94	-32	13						-94	-34	6		-76	-41	6								
	-87	-34	2						-91	-31	9		-96	43	5								
	-91	-26	9						-93	-33	6		-100	-8	9								
	-92	-37	13						-89	-33	2		-67	-206	2								
	-92	-29	9						-92	-28	8		-101	11	9								
	-91	-34	7						-89	-31	0		-95	-4	6								
	-92	-35	15						-91	-36	9		-94	-49	6								
	-96	-31	2						-92	-37	0		-87	-10	4								
	-90	-37	7						-90	-33	5		-92	-48	9								
	-90	-35	9						-89	-34	11		-97	-44	5								
	-90	-36	10						-88	-35	0		-98	-32	12								
	-92	-34	2						-91	-31	6		-101	57	11								
	-88	-40	5						-87	-35	8		-86	-69	7								
	-94	-34	7						-89	-32	2		-91	-59	13								
	-92	-35	10						-86	-37	9		-86	-90	9								
	-92	-35	6						-90	-33	11		-93	-4	6								
	-93	-30	3						-90	-32	4		-109	-467	15								
	-91	-34	10						-86	-29	9		-97	25	8								
	-90	-35	7						-89	-33	-1		-93	10	5								
	-89	-36	11						-91	-32	11		-92	-41	11								
	-92	-35	9						-90	-36	10		-86	-173	12								
	-92	-32	3						-86	-32	3		-93	2	7								
	-88	-33	12						-92	-28	13		-94	53	2								
	-92	-28	12						-90	-32	9		-90	-42	10								
	-90	-32	5						-88	-32	7		-93	-61	14								
	-92	-38	6						-87	-35	13		-79	-109	10								
	-91	-34	15						-89	-39	2		-105	54	3								
	-87	-38	9						-89	-37	5		-83	-36	9								
	-87	-32	4						-88	-32	8		-96	-18	0								
	-89	-30	3						-91	-36	9		-82	-100	9								
	-92	-36	4						-93	-30	11		-93	-108	9								
	-86	-38	8						-90	-38	4		-96	6	7								
	-93	-28	7						-87	-38	4		-103	158	0								
	-92	-32	6						-88	-32	14		-92	-74	16								
	-95	-33	8						-85	-31	3		-100	25	10								
	-93	-34	11						-89	-32	10		-91	-13	8								
	-89	-35	6						-90	-34	5		-96	-48	6								
	-93	-36	7						-98	-35	7		-97	-35	7								
	-90	-34	5						-89	-33	9		-90	-39	15								
	-92	-31	6						-90	-32	8		-97	-25	8								
	-88	-37	10						-93	-33	2		-93	7	7								
	-89	-32	1						-86	-33	12		-80	-110	19								
	-89	-29	6						-87	-30	6		-98	-22	5								
	-90	-34	7						-87	-31	15		-95	-29	8								
	-89	-36	3						-91	-34	12		-96	-22	3								
	-87	-33	11						-95	-34	3		-95	-25	2								
	-92	-37	3						-90	-35	12		-97	-43	6								
	-89	-25	5						-91	-30	6		-97	-36	2								
	-88	-34	2						-95	-35	8		-81	-85	8								
	-91	-30	15						-87	-32	10		-95	-13	3								
	-95	-29	9						-92	-31	10		-99	-14	8								
	-92	-24	10						-88	-32	7		-94	-37	4								
	-91	-34	9						-90	-34	6		-100	-20	9								
	-88	-30	7						-87	-32	3		-96	-41	15								
	-91	-30	9						-87	-34	13		-86	-103	14								
	-90	-30	10						-91	-32	13		-92	-39	12								
	-86	-37	8						-91	-36	9		-91	-37	7								
	-88	-34	10						-89	-37	16		-92	-30	11								
	-98	-29	10						-90	-34	7		-92	-48	10								
	-93	-31	9						-91	-33	5		-91	-27	9								
	-90	-31	14						-91	-35	2		-97	-32	8								
	-90	-34	5						-90	-32	7		-98	28	10								
	-93	-34	7						-85	-31	12		-95	-28	9								
	-88	-36	10						-92	-38	-1		-90	-50	8								
	-92	-33	7						-91	-29	9		-96	-20	6								
	-89	-32	9						-91	-28	8		-98	19	9								
	-88	-33	5						-92	-36	2		-93	6	2								
	-91	-32	8						-93	-34	11		-94	-18	5								
	-89	-32	17						-95	-30	5		-93	-55	7								
	-95	-33	11						-95	-36	7		-92	-25	7								
	-93	-40	9						-86	-38	8		-86	-41	7								
	-91	-35	2						-93	-29	14		-87	-68	5								
	-87	-39	7						-92	-31	1		-95	-44	1								
	-90	-29	12						-90	-31	5		-93	-29	4								
	-94	-30	12						-89	-34	18		-95	-23	8								
	-93	-36	8						-93	-32	11		-98	-48	6								
	-93	-30	16						-91	-37	11		-99	4	9								
	-93	-33	11						-91	-36	8		-93	4	3								
	-88	-31	7						-89	-33	6		-85	-37	7								
	-87	-32	11						-91	-32	10		-91	-24	11								
	-92	-32	8						-87	-35	9		-96	-16	4								
	-93	-30	6						-94	-33	9		-90	-38	8								
	-85	-35	6						-91	-32	11		-98	-57	9								
	-91	-34	10						-90	-30	6		-89	-63	12								
	-94	-34	16						-89	-29	10		-98	-66	8								
	-90	-34	14						-87	-38	9		-90	-51	9								
	-94	-36	8						-86	-38	12		-95	-26	6								
	-92	-37	6						-89	-38	7		-97	-43	10								
	-89	-34	12						-89	-31	11		-99	17	2								
	-86	-40	10						-86	-25	1		-92	-35	4								
	-93	-38	7						-91	-35	7		-95	-89	6								
	-91	-35	9						-91	-34	8		-93	-63	10								
	-94	-33	14						-90	-33	8		-98	-46	7								
	-87	-36	-1						-90	-34	8		-94	-29	7								
	-93	-34	14						-97	-30	8		-99	-67	3								
	-90	-38	12						-95	-33	4		-96	-15	8								
	-88	-27	6						-92	-34	6		-94	-32	-2								
	-87	-30	5						-89	-30	10		-90	-49	5								
	-87	-40	11						-91	-36	9		-92	-34	8								
	-93	-34	12						-93	-34	6		-90	-13	0								
	-86	-33	6						-93	-36	6		-91	-56	9								
	-96	-35	1						-88	-34	11		-97	15	11								
	-93	-33	11						-96	-33	10		-93	-18	10								
	-91	-31	5						-93	-28	6		-89	-67	11								
	-93	-34	4						-87	-32	12		-92	-25	12								
	-95	-32	14						-93	-31	3		-94	-26	6								
	-89	-36	10						-92	-31	7		-95	-34	14								
	-92	-36	12						-88	-31	10		-89	-39	9								
	-87	-31	7						-95	-39	10		-91	-27	6								
	-89	-34	10						-90	-27	9		-99	-33	6								
	-94	-33	11						-87	-33	10		-91	-22	6								
	-93	-26	5						-91	-34	6		-96	-34	9								
	-89	-34	3						-93	-33	5		-95	-54	9								
	-92	-32	4						-90	-34	17		-93	-63	7								
	-90	-37	12						-92	-35	4		-93	-54	6								
	-88	-38	7						-93	-37	7		-97	-1	6								
	-86	-36	8						-91	-27	3		-91	-22	2								
	-84	-34	11						-89	-32	7		-94	-18	8								
	-95	-32	3						-87	-30	5		-95	-39	1								
	-93	-31	4						-95	-32	5		-102	-42	7								
	-87	-40	11						-94	-33	0		-95	-47	5								
	-90	-36	-2						-93	-31	5		-97	-39	0								
	-90	-35	13						-92	-40	10		-94	-38	10								
	-93	-35	2						-94	-33	11		-91	-39	11								
	-89	-34	16						-91	-34	0		-97	-26	6								
	-88	-35	10						-92	-33	7		-94	-27	4								
	-88	-31	9						-90	-35	10		-95	-40	4								
	-87	-35	4						-93	-34	10		-91	-31	6								
	-93	-32	3						-89	-35	11		-96	-37	9								
	-85	-34	2						-92	-29	7		-94	-28	6								
	-92	-31	5						-86	-36	2		-97	-27	3								
	-92	-32	10						-89	-39	7		-89	-26	7								
	-91	-33	7						-91	-40	18		-94	-19	6								
	-92	-31	2						-91	-29	16		-100	-25	5								
	-92	-33	11						-91	-36	5		-93	-71	9								
	-91	-33	12						-91	-35	2		-92	-32	5								
	-88	-34	7						-94	-32	6		-98	-10	-1								
	-93	-40	8						-90	-29	8		-89	-40	9								
	-92	-34	13						-93	-34	11		-90	-34	8								
	-88	-24	13						-94	-33	0		-91	-39	1								
	-90	-31	2						-89	-40	-2		-89	-30	3								
	-90	-38	5						-89	-34	8		-104	15	7								
	-91	-33	13						-96	-31	8		-95	-40	2								
	-91	-40	4						-94	-30	5		-100	93	5								
